"","Release_number","interview_id","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","wf_health","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_occ","hd_ind","wf_occ","wf_ind","State","hd_edu","wf_edu","hd_change_in_marital_status","Year","hd_adj_income"
"8335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8337",7,1850,0,2127,1997,34,1,31,2,6,1,1,0,5,1,5,15,0,9999999,9999999,3,1,1,1,5,0,1,1,1,1,1,1,245,647,372,647,3,13,12,1,1997,6622051.60051325
"8338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8341",7,233,0,2128,1997,68,2,0,0,0,3,4,0,0,3,0,0,6,0,0,5,0,0,0,0,0,0,1,3,5,0,1,0,0,0,0,45,9,0,2,1997,0
"8342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8346",7,1981,0,2128,1997,29,1,25,2,2,1,1,0,5,1,5,6,1,28000,28000,3,2,1,1,5,0,8,1,1,5,0,8,999,479,303,848,45,12,12,1,1997,18541.7463356117
"8347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8348",7,1894,0,2129,1997,60,1,0,0,0,4,1,40,1,2,0,0,6,24000,0,8,0,0,0,0,0,0,1,2,1,2,8,430,69,0,0,45,14,0,2,1997,15892.9254305243
"8349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8351",7,248,1,2129,1997,37,1,35,3,1,1,1,55,5,1,0,50,0,67000,0,2,2,1,1,1,4,8,1,1,1,5,1,245,189,0,0,6,17,16,1,1997,44367.7501602138
"8352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8359",7,558,0,2129,1997,60,1,60,0,0,1,1,0,5,1,0,8,2,46000,5584,2,2,1,1,5,0,1,1,2,5,0,8,703,408,0,0,9,11,12,1,1997,30461.440408505
"8360",7,249,0,2129,1997,39,1,37,0,0,1,1,0,5,1,5,998,998,100000,11000,2,2,1,1,1,1,8,1,3,5,0,8,245,339,5,739,45,11,13,1,1997,66220.5226271847
"8361",7,4803,0,2129,1997,44,2,0,3,11,4,1,37,5,3,0,0,12,31000,0,3,0,0,0,0,0,0,1,1,1,2,8,370,849,0,0,2,14,0,2,1997,20528.3620144273
"8362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8364",7,2170,0,2129,1997,43,1,39,1,6,1,1,0,5,1,0,16,8,40000,1500,1,1,1,1,1,5,1,1,1,1,5,8,31,849,0,0,2,17,17,1,1997,26488.2090508739
"8365",7,3989,1,2129,1997,44,1,35,1,8,1,1,0,5,1,5,5,3,65000,26000,3,1,1,1,5,0,8,1,1,1,5,8,53,897,91,227,9,17,12,1,1997,43043.3397076701
"8366",7,2171,0,2129,1997,27,1,33,0,0,1,1,40,5,1,5,10,1,12000,13000,1,5,1,1,1,1,8,1,2,1,1,8,770,169,372,447,11,11,13,1,1997,7946.46271526217
"8367",7,6123,8,2129,1997,36,1,29,2,5,2,1,0,5,1,5,999,5,36000,40000,3,9,9,0,0,0,99,1,3,5,0,8,601,69,372,999,45,10,99,8,1997,23839.3881457865
"8368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8370",7,3176,0,2130,1997,63,2,0,0,0,4,1,0,5,3,0,0,15,53000,0,3,0,0,0,0,0,0,1,1,5,0,8,305,917,0,0,45,12,0,2,1997,35096.8769924079
"8371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8373",7,3177,0,2130,1997,42,1,36,2,9,1,1,40,1,1,5,20,15,15000,52000,1,1,1,1,5,0,8,1,1,1,1,8,415,67,245,417,32,13,12,1,1997,9933.07839407771
"8374",7,1540,0,2130,1997,49,1,42,2,14,1,1,0,5,1,5,3,2,47000,47000,2,2,1,1,1,4,8,1,1,1,4,0,361,907,331,907,45,16,16,1,1997,31123.6456347768
"8375",7,4356,0,2131,1997,69,1,66,0,0,1,1,0,5,1,0,40,20,12000,0,3,3,4,3,1,3,0,1,1,1,2,0,283,678,0,0,45,14,10,1,1997,7946.46271526217
"8376",7,1733,0,2132,1997,56,1,52,0,0,1,4,0,0,1,0,20,20,67000,1600,1,1,1,1,5,0,8,1,1,1,5,8,0,0,0,0,9,17,12,1,1997,44367.7501602138
"8377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8381",7,2610,0,2133,1997,51,1,49,2,13,1,1,0,5,1,5,14,5,120000,46700,1,1,1,1,1,5,1,1,1,1,5,8,245,718,240,857,19,17,17,1,1997,79464.6271526217
"8382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8388",7,4570,0,2133,1997,46,1,51,1,16,1,1,0,5,1,5,15,12,9999998,37000,2,2,1,1,1,5,8,1,1,1,4,1,245,67,245,67,10,16,17,1,1997,6622050.93830802
"8389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8395",7,319,0,2135,1997,90,2,0,0,0,3,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,5,0,8,0,0,0,0,10,12,0,2,1997,0
"8396",7,2052,0,2137,1997,69,1,69,0,0,1,4,0,0,1,0,25,10,0,0,4,4,1,1,5,0,8,1,1,5,0,8,0,0,0,0,10,12,12,1,1997,0
"8397",7,3296,0,2137,1997,46,1,44,0,0,1,1,40,5,1,5,10,15,21000,60000,1,2,1,1,5,0,8,1,1,5,0,8,473,427,245,448,10,12,12,1,1997,13906.3097517088
"8398",7,2915,0,2137,1997,44,1,49,0,0,1,1,0,5,1,5,10,0,39000,41000,2,2,1,1,5,0,8,1,1,1,0,8,231,609,205,609,10,12,12,1,1997,25826.003824602
"8399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8400",7,2914,0,2137,1997,21,1,22,1,1,1,1,0,5,1,5,25,10,24000,18700,1,1,1,1,1,1,8,1,1,1,1,8,510,359,372,667,10,13,13,1,1997,15892.9254305243
"8401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8406",7,3776,0,2138,1997,73,1,70,0,0,1,4,0,0,1,9,23,5,0,0,5,3,1,2,5,0,8,1,3,5,0,8,0,0,613,797,10,9,11,1,1997,0
"8407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8408",7,4060,0,2138,1997,45,1,43,1,15,1,1,0,5,1,5,15,10,0,74000,2,1,1,1,1,3,8,1,1,1,5,8,245,779,265,717,10,17,15,1,1997,0
"8409",7,4203,0,2138,1997,43,2,0,0,0,4,1,40,5,3,0,0,10,14600,0,2,0,0,0,0,0,0,1,1,5,0,8,903,728,0,0,10,12,0,2,1997,9668.19630356897
"8410",7,4244,0,2138,1997,49,1,36,1,8,1,1,0,1,1,1,10,12,0,9999998,2,2,1,1,5,0,8,1,3,5,0,8,755,19,450,108,39,9,12,1,1997,0
"8411",7,3578,0,2138,1997,23,2,0,1,5,4,1,40,5,3,0,0,8,11000,0,3,0,0,0,0,0,0,1,2,5,0,8,305,607,0,0,10,11,0,2,1997,7284.25748899032
"8412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8417",7,3850,0,2138,1997,26,1,21,0,0,1,1,0,5,1,0,21,0,48000,600,2,2,1,1,5,0,8,1,1,5,0,8,455,407,0,0,10,12,12,1,1997,31785.8508610487
"8418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8421",7,1404,0,2142,1997,47,1,0,0,0,4,4,0,0,2,0,0,7,0,0,4,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,21,14,0,2,1997,0
"8422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8423",7,4603,0,2143,1997,39,1,41,3,11,1,1,0,5,1,5,20,15,50000,38607,3,2,1,1,1,4,8,1,1,1,2,0,245,197,142,857,21,14,16,1,1997,33110.2613135924
"8424",7,3117,0,2144,1997,85,2,0,0,0,3,4,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,1,3,5,0,8,0,0,0,0,36,8,0,2,1997,0
"8425",7,230,0,2145,1997,49,1,44,0,0,1,1,0,5,1,5,7,7,15000,29000,3,1,1,1,1,3,0,1,1,1,2,8,415,67,922,848,36,14,15,1,1997,9933.07839407771
"8426",7,6022,0,2146,1997,77,2,0,0,0,3,4,0,0,3,0,0,20,0,0,5,0,0,0,0,0,0,1,3,5,0,8,0,0,0,0,36,9,0,2,1997,0
"8427",7,2743,1,2146,1997,49,1,0,1,16,4,1,50,5,2,0,0,10,35000,0,2,0,0,0,0,0,0,1,1,1,1,8,522,69,0,0,36,13,0,2,1997,23177.1829195147
"8428",7,1982,0,2146,1997,42,1,0,0,0,4,3,0,0,2,0,0,6,0,0,3,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,36,16,0,2,1997,0
"8429",7,2876,0,2146,1997,23,1,0,0,0,2,1,60,1,2,0,0,1,6000,0,2,0,0,0,0,0,0,1,3,5,0,1,415,67,0,0,36,11,0,2,1997,3973.23135763108
"8430",7,5207,5,2146,1997,20,2,0,0,0,2,3,32,1,3,0,0,30,8000,0,3,0,0,0,0,0,0,1,1,1,0,0,942,778,0,0,36,99,0,8,1997,5297.64181017478
"8431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8432",7,5906,0,2146,1997,43,1,46,0,0,1,1,0,5,1,5,14,14,33600,14625,1,4,1,3,5,0,8,1,2,5,0,8,715,417,910,669,36,11,11,1,1997,22250.0956027341
"8433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8436",7,86,0,2149,1997,61,2,0,0,0,2,4,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,37,12,0,2,1997,0
"8437",7,100,0,2150,1997,64,1,60,0,0,1,5,0,0,1,5,25,0,0,28134,5,3,1,1,5,0,1,1,3,5,0,1,0,0,372,839,37,8,12,1,1997,0
"8438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8439",7,299,0,2150,1997,35,1,35,2,11,1,1,0,5,1,1,20,20,38000,6800,2,2,1,1,5,0,1,1,1,5,0,1,912,927,942,857,37,12,12,1,1997,25163.7985983302
"8440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8445",7,1740,0,2151,1997,49,1,54,1,17,1,1,0,5,1,5,35,20,56000,16500,4,3,1,1,1,2,1,1,1,5,0,1,964,927,372,718,37,12,14,1,1997,37083.4926712235
"8446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
"8448",7,1519,0,2151,1997,38,1,35,2,1,1,1,0,5,1,0,30,10,29500,0,2,1,1,1,5,0,1,1,1,5,0,1,705,647,0,0,37,12,12,1,1997,19535.0541750195
"8449",7,4271,0,2151,1997,36,1,34,0,0,1,1,0,5,1,5,30,10,28000,3000,4,3,1,1,1,0,1,1,1,5,0,1,694,339,982,769,37,12,12,1,1997,18541.7463356117
"8450",7,1743,0,2151,1997,47,1,0,0,0,4,4,35,5,2,0,0,0,3500,0,2,0,0,0,0,0,0,1,1,5,0,1,441,67,0,0,19,12,0,2,1997,2317.71829195147
"8451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
