"","Release_number","interview_id","Family_comp_change","family_identifier","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_wtr_unemployed","hd_hrs_work_per_week","wtr_wf","wf_wtr_unemployed","wf_housework_hrs","hd_housework_hrs","wf_wage","hd_health","wf_health","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_occ","hd_ind","wf_occ","wf_ind","hd_wage","State","hd_edu","wf_edu","hd_change_in_marital_status","Year","hd_adj_income"
"1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1381",6,4885,8,377,31,1,32,0,0,1,1,5,55,1,5,5,5,60000,2,2,4,1,1,5,8,4,1,1,5,0,260,727,245,807,84998,4,17,17,8,1994,61116.209017941
"1382",6,4884,0,377,30,1,29,0,0,1,1,5,40,1,5,8,4,40000,2,2,4,1,1,4,8,1,1,1,4,8,62,829,62,829,10000,4,16,16,1,1994,7190.31142120297
"1383",6,4886,0,378,61,1,41,1,15,2,1,5,40,1,5,998,1,340,4,3,2,1,5,0,8,2,3,5,0,8,902,937,902,838,17286,9,6,12,1,1994,12429.1723226915
"1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1388",6,2523,0,387,85,2,0,0,0,2,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,1,5,8,0,0,0,0,0,31,17,0,2,1994,0
"1389",6,11830,0,391,66,1,65,0,0,1,1,5,55,1,0,15,0,5000,3,3,1,1,5,0,1,1,1,1,4,1,245,558,0,0,99998,29,16,12,1,1994,71901.6761497455
"1390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1391",6,11833,0,391,34,2,0,0,0,2,1,5,50,3,0,0,2,0,1,0,0,0,0,0,0,1,1,1,5,1,31,849,0,0,89998,29,17,0,2,1994,64711.3647285425
"1392",6,11831,2,391,38,1,38,1,7,4,1,5,60,1,5,8,8,50000,2,2,1,1,1,5,1,1,1,1,4,1,230,669,230,669,47999,29,16,17,5,1994,34512.7757906322
"1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1395",6,11832,0,391,40,1,41,2,9,1,1,1,44,1,5,25,8,34000,2,2,1,1,1,4,1,1,1,1,2,1,522,68,220,669,39999,29,14,16,1,1994,28760.5266536698
"1396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1397",6,4888,0,393,61,2,0,0,0,3,1,5,35,3,0,0,8,0,2,0,0,0,0,0,0,2,3,5,0,1,916,857,0,0,19999,31,11,0,2,1994,14379.9038112638
"1398",6,4891,0,397,63,2,0,0,0,2,4,0,0,3,0,0,25,0,4,0,0,0,0,0,0,1,1,1,5,8,0,0,0,0,0,31,17,0,2,1994,0
"1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1401",6,2524,0,402,70,2,0,0,0,3,4,0,0,3,0,0,28,0,3,0,0,0,0,0,0,1,1,5,0,8,0,0,0,0,0,16,12,0,2,1994,0
"1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1403",6,11834,0,404,57,1,56,0,0,1,5,0,0,1,5,25,0,3600,4,4,2,3,5,0,8,2,3,5,0,8,0,0,902,849,0,3,11,10,1,1994,0
"1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1405",6,11835,0,404,37,1,0,0,0,2,1,5,46,2,0,0,20,0,1,0,0,0,0,0,0,2,1,5,0,99,706,108,0,0,29999,3,12,0,2,1994,21570.2152324668
"1406",6,11836,0,404,35,1,29,1,2,1,1,5,45,1,5,30,15,14000,3,3,2,1,1,1,8,1,1,5,0,0,761,108,903,857,29999,3,12,13,1,1994,21570.2152324668
"1407",6,11837,0,404,41,1,0,0,0,4,1,5,10,2,0,0,3,0,3,0,0,0,0,0,0,2,1,1,2,8,345,848,0,0,1500,3,14,0,2,1994,1078.54671318045
"1408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1409",6,2525,0,405,81,2,0,0,0,3,4,0,0,3,0,0,15,0,3,0,0,0,0,0,0,1,1,1,4,8,0,0,0,0,0,32,16,0,2,1994,0
"1410",6,3980,0,409,39,1,38,3,6,1,3,0,0,1,5,10,1,10800,2,3,1,3,1,0,8,1,1,5,0,8,0,0,372,69,42999,42,12,12,1,1994,30917.6200800307
"1411",6,3981,1,409,26,1,23,0,0,2,1,5,40,3,5,0,10,35000,2,1,0,0,0,0,0,1,1,1,3,8,81,829,0,0,15950,42,15,0,5,1994,11468.5467168187
"1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1413",6,3979,0,409,43,1,41,1,14,1,1,5,40,1,5,28,20,24000,3,2,1,1,1,1,8,1,1,1,4,8,441,369,142,857,68251,42,16,13,1,1994,49074.5944808524
"1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1421",6,11838,1,412,52,2,0,2,15,4,2,5,25,3,0,0,20,0,1,0,0,0,0,0,0,1,1,1,4,8,212,848,0,0,12999,18,16,0,2,1994,9346.68581642175
"1422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1427",6,4894,0,414,71,1,67,0,0,1,4,0,0,1,0,20,2,0,4,1,1,1,5,0,8,1,1,5,0,8,0,0,0,0,0,40,12,12,1,1994,0
"1428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1429",6,4895,0,414,44,2,0,4,9,4,1,5,40,3,0,0,20,0,2,0,0,0,0,0,0,1,1,1,4,8,391,838,0,0,15950,40,16,0,2,1994,11468.5467168187
"1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1436",6,4896,0,414,43,1,42,4,10,1,1,5,65,1,5,25,2,0,2,1,1,1,1,4,8,1,1,1,1,8,801,17,262,619,14000,40,13,16,1,1994,10066.4359896842
"1437",6,4897,0,414,41,1,41,2,9,1,1,5,50,1,5,20,5,0,2,2,1,1,1,4,8,1,1,1,4,8,245,878,394,878,35999,2,16,16,1,1994,25884.4020851886
"1438",6,4893,0,414,38,1,36,0,0,1,1,5,43,1,5,23,1,15000,1,2,1,1,1,2,8,1,1,5,0,8,506,609,372,539,27999,36,12,14,1,1994,20132.1529482262
"1439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1442",6,3983,3,415,53,2,0,0,0,3,3,0,0,3,0,0,10,0,3,0,0,0,0,0,0,1,1,1,3,8,0,0,0,0,7761,40,15,0,4,1994,5580.40069399563
"1443",6,3984,0,415,42,2,0,0,0,2,1,5,40,3,0,0,8,0,2,0,0,0,0,0,0,1,1,1,2,8,80,838,0,0,33999,9,14,0,2,1994,24446.339800948
"1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1445",6,4900,0,417,56,1,53,0,0,1,1,5,40,1,5,12,0,9999998,2,2,1,1,5,0,8,1,3,5,0,8,561,179,372,857,29000,32,8,12,1,1994,20851.9031214886
"1446",6,4899,0,417,30,1,31,0,0,1,1,5,40,1,5,35,0,28000,1,1,1,1,1,0,8,1,1,5,0,8,162,179,305,77,33999,32,12,12,1,1994,24446.339800948
"1447",6,2526,0,418,66,1,0,0,0,2,4,0,0,2,0,0,6,0,4,0,0,0,0,0,0,1,1,1,5,8,0,0,0,0,0,32,17,0,2,1994,0
"1448",6,4902,0,419,56,2,0,0,0,4,5,0,0,3,0,0,20,0,4,0,0,0,0,0,0,2,3,5,0,8,0,0,0,0,0,32,4,0,2,1994,0
"1449",6,4903,0,419,41,2,0,0,0,5,6,0,0,3,0,0,3,0,4,0,0,0,0,0,0,2,3,5,0,97,0,0,0,0,0,32,10,0,2,1994,0
"1450",6,4901,0,419,32,1,36,2,9,1,1,5,40,1,0,10,3,10000,1,1,2,1,1,1,8,2,1,5,0,8,602,179,0,0,19999,32,12,13,1,1994,14379.9038112638
"1451",6,4906,0,419,22,2,0,1,2,2,3,0,0,3,0,0,1,0,3,0,0,0,0,0,0,2,1,5,0,8,0,0,0,0,25948,32,12,0,2,1994,18657.4200757375
"1452",6,4905,0,419,21,2,0,2,2,2,8,0,0,3,0,0,9,0,2,0,0,0,0,0,0,2,3,5,0,97,0,0,0,0,0,32,11,0,2,1994,0
"1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1459",6,4907,0,422,73,1,63,0,0,1,4,0,0,1,0,30,5,0,1,3,1,1,5,0,8,1,3,5,0,8,0,0,0,0,0,9,11,12,1,1994,0
"1460",6,4911,0,423,64,1,64,0,0,1,4,0,0,1,0,35,0,0,4,4,1,1,5,0,8,1,1,5,0,8,0,0,0,0,7000,32,12,12,1,1994,5033.21799484208
"1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1462",6,4910,0,423,43,1,31,2,9,1,1,5,40,1,5,10,5,15300,2,2,1,3,5,0,8,1,1,5,0,8,715,68,663,319,22200,32,12,11,1,1994,15962.4913550706
"1463",6,4912,0,423,42,1,37,3,12,1,1,5,42,1,5,20,8,16000,2,2,1,1,5,0,8,1,1,5,0,8,151,68,402,858,23500,32,12,12,1,1994,16897.231839827
"1464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1468",6,7143,1,424,48,1,46,0,0,1,1,5,45,1,5,20,10,17000,3,3,1,1,1,2,8,1,1,1,4,8,91,467,922,828,44499,32,16,14,1,1994,31996.1667932111
"1469",6,16261,5,424,22,2,0,0,0,2,1,5,25,3,0,0,3,0,1,0,0,0,0,0,0,1,1,1,4,8,375,698,0,0,5499,32,16,0,8,1994,3953.95225051952
"1470",6,7142,0,424,86,1,70,0,0,1,4,0,0,1,0,21,7,0,5,4,1,3,5,0,8,1,3,5,0,8,0,0,0,0,0,32,8,10,1,1994,0
"1471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1473",6,2527,0,425,88,2,0,0,0,3,8,0,0,3,0,0,4,0,5,0,0,0,0,0,0,1,3,5,0,8,0,0,0,0,0,32,6,0,2,1994,0
"1474",6,2528,0,428,67,1,66,0,0,1,1,5,50,1,5,10,7,15000,3,3,1,1,1,5,2,1,1,1,5,2,31,849,31,849,0,12,17,17,1,1994,0
"1475",6,2529,0,428,40,1,41,3,3,1,1,5,50,1,5,15,2,5000,1,1,1,1,1,4,2,1,1,1,5,2,265,717,443,667,0,12,17,16,1,1994,0
"1476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1479",6,163,8,429,53,1,53,1,13,1,1,5,40,1,5,20,2,38000,4,1,1,1,1,4,8,1,1,1,2,8,245,77,142,857,37999,12,14,16,8,1994,27322.4643694292
"1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1482",6,2530,1,431,49,1,50,0,0,1,1,5,40,1,5,12,10,0,1,1,1,1,5,0,1,1,3,5,0,1,492,707,303,889,22999,29,11,12,1,1994,16536.9972376247
"1483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1484",6,16119,5,431,30,1,0,0,0,2,1,5,0,2,0,0,4,0,1,0,0,0,0,0,0,1,2,1,1,1,245,639,0,0,14999,29,11,0,8,1994,10784.7481006623
"1485",6,16118,5,431,28,1,0,0,0,2,1,5,50,2,0,0,2,0,1,0,0,0,0,0,0,1,3,5,0,1,245,69,0,0,19400,29,11,0,8,1994,13949.2041571338
"1486",6,2531,2,431,26,1,22,0,0,2,2,5,40,1,1,10,24,612,5,5,1,1,1,9,0,1,1,5,0,1,762,607,182,669,15999,29,12,99,5,1994,11503.7792427826
"1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1488",6,4914,0,432,69,2,0,0,0,3,4,0,0,3,0,0,12,0,4,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,29,12,0,2,1994,0
"1489",6,4915,0,432,40,1,42,1,1,1,1,1,30,1,5,20,10,18000,3,3,1,1,5,0,1,1,2,1,0,1,216,718,305,339,17879,29,12,12,1,1994,12855.5577899688
"1490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1493",6,4920,0,433,63,1,62,0,0,1,1,5,40,1,5,24,24,22000,2,2,1,1,5,0,1,1,1,1,1,1,441,398,391,828,22999,29,13,12,1,1994,16536.9972376247
"1494",6,4918,0,433,36,1,33,3,1,1,1,5,40,1,5,40,20,10000,1,1,1,1,1,0,8,1,1,5,0,1,471,917,402,628,38899,29,12,12,1,1994,27969.5923973374
"1495",6,4921,0,433,32,1,0,0,0,2,1,5,40,2,0,0,8,0,2,0,0,0,0,0,0,1,1,1,4,1,184,338,0,0,16999,29,16,0,2,1994,12222.8103849029
"1496",6,4924,0,433,28,1,24,0,0,1,1,5,45,1,5,6,1,35000,1,1,1,1,1,3,1,1,1,5,0,1,441,68,75,838,32999,29,12,15,1,1994,23727.3086588277
"1497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
"1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA
